ICD O 3 topogrophy code (modified),ICD O 3 topography code,SNOMED CT CODES,Region (level 1),Organ system (Level 2),Broad Site (Level 3),Site (Level 4),
C47.6.L,C47.6.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of flank-Left,
C47.6.L,C47.6.,127956006,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of trunk-Left,
C47.6.R,C47.6.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of back-Right,
C47.6.R,C47.6.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of flank-Right,
C47.6.R,C47.6.,127956006,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of trunk-Right,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of cervical region,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of cheek,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of chin,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of face,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of forehead,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of head,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of neck,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of pterygoid fossa,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of scalp,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of supraclavicular region,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of temple,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of cervical region,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of cheek,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of chin,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of face,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of forehead,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of head,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of neck,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of pterygoid fossa,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of scalp,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of supraclavicular region,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of temple,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of cervical region,
C49.0,C49.0,23422008,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of cheek,
C49.0,C49.0,5520004,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of chin,
C49.0,C49.0,43163003,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of face,
C49.0,C49.0,47460007,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of forehead,
C49.0,C49.0,90181003,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of head,
C49.0,C49.0,81853001,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of neck,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of pterygoid fossa,
C49.0,C49.0,6269008,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of scalp,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of supraclavicular region,
C49.0,C49.0,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of temple,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of cervical region-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of cheek-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of chin-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of face-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of pterygoid fossa-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of supraclavicular region-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of temple-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of cervical region-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of cheek-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of face-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of neck-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of pterygoid fossa-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of supraclavicular region-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of temple-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of cervical region-Left,
C49.0.L,C49.0.,23422008,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of cheek-Left,
C49.0.L,C49.0.,43163003,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of face-Left,
C49.0.L,C49.0.,81853001,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of neck-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of pterygoid fossa-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of supraclavicular region-Left,
C49.0.L,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of temple-Left,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of cervical region-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of cheek-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of chin-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of face-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of pterygoid fossa-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of supraclavicular region-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of temple-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of cervical region-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of cheek-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of face-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of neck-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of pterygoid fossa-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of supraclavicular region-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of temple-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of cervical region-Right,
C49.0.R,C49.0.,23422008,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of cheek-Right,
C49.0.R,C49.0.,43163003,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of face-Right,
C49.0.R,C49.0.,81853001,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of neck-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of pterygoid fossa-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of supraclavicular region-Right,
C49.0.R,C49.0.,,Head Neck,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of temple-Right,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of antecubital space,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of arm,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of elbow,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of finger,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of forearm,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of hand,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of shoulder,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of thumb,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of wrist,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of antecubital space,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of arm,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of elbow,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of finger,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of forearm,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of hand,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of shoulder,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of thumb,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of wrist,
C49.1,C49.1,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of antecubital space,
C49.1,C49.1,87367005,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of arm,
C49.1,C49.1,51834003,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of elbow,
C49.1,C49.1,10482006,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of finger,
C49.1,C49.1,29478000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of forearm,
C49.1,C49.1,20152005,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of hand,
C49.1,C49.1,65606000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of shoulder,
C49.1,C49.1,62870000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of thumb,
C49.1,C49.1,34190003,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of wrist,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of antecubital space-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of arm-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of elbow-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of finger-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of forearm-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of hand-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of shoulder-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of thumb-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of wrist-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of antecubital space-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of arm-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of elbow-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of finger-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of forearm-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of hand-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of shoulder-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of thumb-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of wrist-Left,
C49.1.L,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of antecubital space-Left,
C49.1.L,C49.1.,87367005,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of arm-Left,
C49.1.L,C49.1.,51834003,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of elbow-Left,
C49.1.L,C49.1.,10482006,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of finger-Left,
C49.1.L,C49.1.,29478000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of forearm-Left,
C49.1.L,C49.1.,20152005,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of hand-Left,
C49.1.L,C49.1.,65606000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of shoulder-Left,
C49.1.L,C49.1.,62870000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of thumb-Left,
C49.1.L,C49.1.,34190003,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of wrist-Left,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of antecubital space-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of arm-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of elbow-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of finger-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of forearm-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of hand-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of shoulder-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of thumb-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of wrist-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of antecubital space-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of arm-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of elbow-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of finger-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of forearm-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of hand-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of shoulder-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of thumb-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of wrist-Right,
C49.1.R,C49.1.,,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of antecubital space-Right,
C49.1.R,C49.1.,87367005,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of arm-Right,
C49.1.R,C49.1.,51834003,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of elbow-Right,
C49.1.R,C49.1.,10482006,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of finger-Right,
C49.1.R,C49.1.,29478000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of forearm-Right,
C49.1.R,C49.1.,20152005,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of hand-Right,
C49.1.R,C49.1.,65606000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of shoulder-Right,
C49.1.R,C49.1.,62870000,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of thumb-Right,
C49.1.R,C49.1.,34190003,Upper limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Subcutaneous tissue of wrist-Right,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of ankle,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of calf,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of foot,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of heel,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of hip,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of knee,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of leg,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of popliteal space,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of thigh,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Connective tissue of toe,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of ankle,
C49.2,C49.2,,Lower limb,Bone soft tissue,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",Soft tissue of calf,
